Image_id,cluster
3174,5
3368,5
3494,5
3499,5
3503,5
3505,5
3507,5
3509,5
3521,5
3522,5
3523,5
3546,5
3559,5
3561,5
3564,5
3572,5
3573,5
3578,5
3579,5
3593,5
3594,5
3597,5
3599,5
3601,5
3610,5
3619,5
3626,5
3630,5
3635,5
3641,5
3642,5
3650,5
3662,5
3674,5
3679,5
3680,5
3683,5
3685,5
3777,5
3892,5
3893,5
3897,5
3900,5
3904,5
3910,5
3911,5
3912,5
3926,5
3927,5
3928,5
3929,5
3930,5
3949,5
3950,5
3956,5
3962,5
3963,5
3964,5
3965,5
3968,5
3969,5
3972,5
3973,5
3974,5
3975,5
3976,5
3980,5
3981,5
3989,5
3997,5
4000,5
4021,5
4022,5
4023,5
4028,5
4032,5
4033,5
4034,5
4035,5
4037,5
4039,5
4044,5
4045,5
4046,5
4047,5
4048,5
4049,5
4050,5
4051,5
4052,5
4053,5
4054,5
4058,5
4059,5
4060,5
4061,5
4062,5
4063,5
4064,5
4065,5
4066,5
4067,5
4068,5
4069,5
4070,5
4071,5
4072,5
4073,5
4074,5
4075,5
4076,5
4077,5
4078,5
4079,5
4080,5
4081,5
4082,5
4083,5
4084,5
4085,5
4086,5
4087,5
4088,5
4089,5
4090,5
4091,5
4092,5
4093,5
4094,5
4095,5
4096,5
4099,5
4100,5
4101,5
4105,5
4106,5
4107,5
4108,5
4109,5
4110,5
4111,5
4112,5
4113,5
4114,5
4126,5
4131,5
4141,5
4143,5
4144,5
4146,5
4147,5
4156,5
4159,5
4160,5
4161,5
4162,5
4163,5
4164,5
4165,5
4166,5
4169,5
4171,5
4172,5
4173,5
4174,5
4175,5
4184,5
4187,5
4188,5
4189,5
4190,5
4191,5
4192,5
4193,5
4194,5
4195,5
4196,5
4199,5
4204,5
4207,5
4212,5
4216,5
4227,5
4232,5
4233,5
4234,5
4240,5
4246,5
4259,5
4260,5
4271,5
4274,5
4275,5
4276,5
4277,5
4278,5
4279,5
4280,5
4281,5
4282,5
4283,5
4284,5
4285,5
4286,5
4287,5
4288,5
4289,5
4290,5
4291,5
4292,5
4294,5
4295,5
4296,5
4297,5
4298,5
4299,5
4300,5
4301,5
4302,5
4303,5
4304,5
4305,5
4306,5
4307,5
4311,5
4312,5
4315,5
4318,5
4319,5
4320,5
4321,5
4322,5
4323,5
4324,5
4325,5
4326,5
4327,5
4328,5
4329,5
4330,5
4331,5
4332,5
4334,5
4335,5
4336,5
4337,5
4345,5
4346,5
4347,5
4349,5
4350,5
4351,5
4352,5
4356,5
4363,5
4364,5
4367,5
4380,5
4381,5
4388,5
4390,5
4391,5
4392,5
4393,5
4395,5
4404,5
4405,5
4406,5
4418,5
4423,5
4439,5
4452,5
4454,5
4456,5
4458,5
4459,5
4460,5
4461,5
4465,5
4466,5
4467,5
4468,5
4472,5
4477,5
4489,5
4493,5
4494,5
4495,5
4501,5
4505,5
4506,5
4525,5
4530,5
4535,5
4536,5
4545,5
4546,5
4547,5
4548,5
4549,5
4550,5
4552,5
4553,5
4554,5
4555,5
4563,5
4572,5
4573,5
4574,5
4575,5
4616,5
4617,5
4618,5
4619,5
4620,5
4621,5
4622,5
4623,5
4624,5
4625,5
4626,5
4627,5
4628,5
4629,5
4630,5
4631,5
4632,5
4633,5
4634,5
4635,5
4636,5
4637,5
4638,5
4639,5
4640,5
4641,5
4642,5
4643,5
4644,5
4645,5
4646,5
4648,5
4649,5
4650,5
4651,5
4652,5
4653,5
4654,5
4656,5
4657,5
4658,5
4659,5
4660,5
4661,5
4662,5
4663,5
4664,5
4665,5
4666,5
4667,5
4785,5
4787,5
4857,5
4865,5
4866,5
4867,5
4868,5
4869,5
4870,5
4871,5
4872,5
4873,5
4874,5
4879,5
4880,5
4881,5
4882,5
4883,5
4884,5
4885,5
4886,5
4887,5
4888,5
4889,5
4890,5
4891,5
4892,5
4893,5
4900,5
4901,5
4902,5
4903,5
4904,5
4905,5
4906,5
4907,5
4908,5
4909,5
4910,5
4911,5
4912,5
4913,5
4914,5
4915,5
4916,5
4917,5
4918,5
4919,5
4920,5
4921,5
4922,5
4923,5
4924,5
4925,5
4926,5
4927,5
4928,5
4961,5
4971,5
4991,5
4992,5
4993,5
4994,5
4995,5
4996,5
2415075,5
2415092,5
2415105,5
2415117,5
2415120,5
2415124,5
2415132,5
2415154,5
2415155,5
2415158,5
2415172,5
2415174,5
2415175,5
2415181,5
61516,5
61522,5
61527,5
61540,5
61545,5
61550,5
61559,5
61561,5
61562,5
61571,5
61603,5
61606,5
61608,5
107903,5
107908,5
107915,5
107916,5
107930,5
107932,5
107933,5
107940,5
107950,5
107955,5
107962,5
107963,5
107965,5
107966,5
107969,5
107975,5
107978,5
107982,5
107996,5
150259,5
150272,5
150282,5
150287,5
150292,5
150296,5
150303,5
150305,5
150310,5
150313,5
150315,5
150320,5
150328,5
150329,5
150338,5
150339,5
150347,5
150366,5
150367,5
150381,5
150394,5
150396,5
150402,5
150403,5
150406,5
150412,5
150422,5
150425,5
150440,5
150446,5
150449,5
150457,5
150460,5
150465,5
150469,5
150477,5
150490,5
150495,5
150496,5
150498,5
150499,5
150501,5
150502,5
150504,5
150505,5
150508,5
150517,5
150519,5
150531,5
150543,5
150545,5
150552,5
150553,5
150556,5
285610,5
285616,5
285622,5
285623,5
285625,5
285627,5
285631,5
285634,5
285637,5
285638,5
285639,5
285644,5
285646,5
285653,5
285656,5
285661,5
285673,5
285675,5
285679,5
285682,5
285686,5
285689,5
285695,5
285697,5
285709,5
285710,5
285712,5
285714,5
285715,5
285724,5
285725,5
285729,5
285734,5
285735,5
285736,5
285737,5
285751,5
285758,5
285761,5
285767,5
285773,5
285776,5
285777,5
285781,5
285783,5
285785,5
285793,5
285799,5
285802,5
285807,5
285813,5
285820,5
285828,5
285834,5
285839,5
285842,5
285850,5
285859,5
285860,5
285864,5
285871,5
285877,5
285882,5
285891,5
285896,5
285897,5
285911,5
285929,5
285946,5
285947,5
285953,5
285955,5
285956,5
285959,5
285965,5
285966,5
285969,5
285970,5
285981,5
285984,5
285986,5
285990,5
285998,5
286013,5
286015,5
286021,5
286023,5
286027,5
286033,5
286036,5
286039,5
286040,5
286049,5
286061,5
286070,5
286072,5
286077,5
286086,5
286087,5
497927,5
497928,5
497931,5
497937,5
497944,5
497960,5
497962,5
497968,5
497971,5
497978,5
497988,5
497994,5
498001,5
498004,5
498007,5
498009,5
498014,5
498019,5
498034,5
498049,5
498054,5
498060,5
498072,5
498073,5
498079,5
498084,5
498089,5
498092,5
498100,5
498103,5
498111,5
498113,5
498121,5
498126,5
498135,5
498138,5
498143,5
498148,5
498149,5
498151,5
498153,5
498155,5
498157,5
498159,5
498160,5
498162,5
498164,5
498167,5
498168,5
498169,5
498170,5
498181,5
498188,5
498191,5
498195,5
498197,5
498200,5
498203,5
498211,5
498215,5
498217,5
498222,5
498225,5
498235,5
498241,5
498243,5
498260,5
498263,5
498271,5
498275,5
498276,5
498279,5
498281,5
498301,5
498307,5
498324,5
498329,5
498332,5
498339,5
498366,5
498368,5
498372,5
498382,5
498391,5
498393,5
498397,5
712952,5
712960,5
712966,5
712977,5
712978,5
712979,5
712980,5
712988,5
712989,5
712996,5
713013,5
713015,5
713023,5
713029,5
713034,5
713049,5
713050,5
713053,5
713059,5
713071,5
713074,5
713075,5
713078,5
713080,5
713084,5
713103,5
713104,5
713107,5
713115,5
713123,5
713127,5
713129,5
713133,5
713136,5
713141,5
713143,5
713145,5
713147,5
713158,5
713171,5
713174,5
713186,5
713192,5
713197,5
713198,5
713199,5
713211,5
713225,5
713227,5
713228,5
713230,5
713231,5
713233,5
713234,5
713235,5
713249,5
713256,5
713269,5
713275,5
713279,5
713280,5
713283,5
713285,5
713298,5
713302,5
713304,5
713307,5
713309,5
713321,5
713329,5
713330,5
713333,5
713334,5
713336,5
713338,5
713343,5
713346,5
713350,5
713351,5
713353,5
713359,5
713364,5
713365,5
713373,5
713374,5
713377,5
713386,5
713391,5
713397,5
713398,5
713399,5
713403,5
713408,5
713414,5
713417,5
713421,5
713422,5
713425,5
713427,5
713428,5
713429,5
713430,5
713431,5
713433,5
713435,5
713437,5
713438,5
713444,5
713446,5
713451,5
713453,5
713454,5
713462,5
713469,5
713471,5
713472,5
713475,5
713477,5
713478,5
713483,5
713484,5
713487,5
713492,5
713499,5
713500,5
713504,5
713509,5
713513,5
713517,5
713518,5
713519,5
713522,5
713532,5
713533,5
713534,5
713535,5
713537,5
713545,5
713551,5
713560,5
713562,5
713564,5
713572,5
713573,5
713576,5
713577,5
713578,5
713586,5
713590,5
713608,5
713617,5
713627,5
713628,5
713633,5
713637,5
713639,5
713644,5
713646,5
713661,5
713662,5
713663,5
713674,5
713677,5
713679,5
713683,5
713689,5
713692,5
713703,5
713704,5
713711,5
713716,5
713723,5
713726,5
713735,5
713740,5
713743,5
713745,5
713757,5
713772,5
713773,5
713777,5
713779,5
713781,5
713789,5
713794,5
713796,5
713807,5
713813,5
713822,5
713824,5
713826,5
713829,5
713849,5
713858,5
713867,5
713871,5
713872,5
713876,5
713886,5
713896,5
713901,5
713902,5
713905,5
713908,5
713910,5
713913,5
713925,5
713934,5
713936,5
1159258,5
1159276,5
1159277,5
1159282,5
1159285,5
1159289,5
1159292,5
1159293,5
1159294,5
1159297,5
1159298,5
1159299,5
1159301,5
1159307,5
1159309,5
1159311,5
1159312,5
1159322,5
1159325,5
1159326,5
1159331,5
1159344,5
1159347,5
1159350,5
1159352,5
1159368,5
1159379,5
1159380,5
1159385,5
1159389,5
1159392,5
1159404,5
1159406,5
1159417,5
1159418,5
1159419,5
1159426,5
1159430,5
1159447,5
1159454,5
1159455,5
1159456,5
1159458,5
1159466,5
1159469,5
1159470,5
1159472,5
1159478,5
1159491,5
1159501,5
1159505,5
1159508,5
1159509,5
1159513,5
1159515,5
1159522,5
1159526,5
1159530,5
1159532,5
1159533,5
1159538,5
1159540,5
1159541,5
1159546,5
1159548,5
1159557,5
1159559,5
1159560,5
1159563,5
1159565,5
1159566,5
1159567,5
1159569,5
1159575,5
1159586,5
1159595,5
1159596,5
1159599,5
1159601,5
1159606,5
1159611,5
1159614,5
1159620,5
1159622,5
1159623,5
1159640,5
1159646,5
1159652,5
1159654,5
1159658,5
1159665,5
1159666,5
1159667,5
1159672,5
1159673,5
1159677,5
1159686,5
1159690,5
1159691,5
1159694,5
1159695,5
1159699,5
1159701,5
1159710,5
1159711,5
1159717,5
1159721,5
1159729,5
1159735,5
1159737,5
1159740,5
1159750,5
1159752,5
1159760,5
1159764,5
1159765,5
1159776,5
1159778,5
1159785,5
1159792,5
1159793,5
1159801,5
1159803,5
1159804,5
1159805,5
1159806,5
1159813,5
1159820,5
1159821,5
1159826,5
1159827,5
1159835,5
1159837,5
1159840,5
1159853,5
1159854,5
1159855,5
1159856,5
1159857,5
1159864,5
1159882,5
1159892,5
1159893,5
1159894,5
1159898,5
1159901,5
1159904,5
1159905,5
1159907,5
1159909,5
1159912,5
1159924,5
1159927,5
1159934,5
1159939,5
1159953,5
1159966,5
1159969,5
1159977,5
1159983,5
1159985,5
1159988,5
1159989,5
1159999,5
1160007,5
1160008,5
1160027,5
1160032,5
1160035,5
1160036,5
1160037,5
1160041,5
1160044,5
1160051,5
1160054,5
1160055,5
1160070,5
1160078,5
1160081,5
1160084,5
1160087,5
1160091,5
1160099,5
1160103,5
1160113,5
1160117,5
1160121,5
1160127,5
1160136,5
1160137,5
1160146,5
1160152,5
1160161,5
1160175,5
1160184,5
1160186,5
1160189,5
1160193,5
1160196,5
1160202,5
1160203,5
1160211,5
1160227,5
1160232,5
1160233,5
1160235,5
1160240,5
1160242,5
1160243,5
1160250,5
1160255,5
1160256,5
1591768,5
1591769,5
1591771,5
1591778,5
1591781,5
1591787,5
1591788,5
1591793,5
1591798,5
1591808,5
1591811,5
1591819,5
1591822,5
1591827,5
1591838,5
1591839,5
1591842,5
1591846,5
1591848,5
1591859,5
1591864,5
1591866,5
1591870,5
1591873,5
1591875,5
1591879,5
1591880,5
1591884,5
1591892,5
1591898,5
1591914,5
1591917,5
1591920,5
1591923,5
1591927,5
1591936,5
1591939,5
1591945,5
1591953,5
1591954,5
1591960,5
1591965,5
1591982,5
1591989,5
1591991,5
1591992,5
1591993,5
1591997,5
1591999,5
1592000,5
1592010,5
1592011,5
1592013,5
1592016,5
1592023,5
1592025,5
1592029,5
1592031,5
1592035,5
1592036,5
1592038,5
1592042,5
1592043,5
1592045,5
1592046,5
1592053,5
1592056,5
1592057,5
1592059,5
1592061,5
1592067,5
1592086,5
1592088,5
1592093,5
1592094,5
1592097,5
1592103,5
1592112,5
1592131,5
1592133,5
1592136,5
1592138,5
1592145,5
1592147,5
1592149,5
1592164,5
1592176,5
1592184,5
1592189,5
1592192,5
1592212,5
1592223,5
1592225,5
1592230,5
1592235,5
1592236,5
1592237,5
1592238,5
1592239,5
1592243,5
1592248,5
1592256,5
1592259,5
1592264,5
1592268,5
1592269,5
1592270,5
1592271,5
1592273,5
1592279,5
1592280,5
1592282,5
1592290,5
1592299,5
1592303,5
1592304,5
1592309,5
1592316,5
1592322,5
1592324,5
1592332,5
1592340,5
1592346,5
1592348,5
1592349,5
1592350,5
1592351,5
1592353,5
1592354,5
1592359,5
1592362,5
1592363,5
1592365,5
1592367,5
1592373,5
1592374,5
1592382,5
1592383,5
1592391,5
1592401,5
1592425,5
1592428,5
1592429,5
1592432,5
1592440,5
1592447,5
1592453,5
1592455,5
1592456,5
1592465,5
1592476,5
1592493,5
1592495,5
1592500,5
1592518,5
1592522,5
1592523,5
1592529,5
1592536,5
1592546,5
1592550,5
1592554,5
1592555,5
1592556,5
1592559,5
1592560,5
1592569,5
1592571,5
1592574,5
1592578,5
1592581,5
1592583,5
1592585,5
1592586,5
1592590,5
1592598,5
1592607,5
1592615,5
1592623,5
1592631,5
1592668,5
1592671,5
1592672,5
1592679,5
1592688,5
1592699,5
1592703,5
1592713,5
1592723,5
1592724,5
1592727,5
1592729,5
1592740,5
1592746,5
1592747,5
1592748,5
1592750,5
1592768,5
1592772,5
1592774,5
1592775,5
1592777,5
1592781,5
1592785,5
1592789,5
1592790,5
1592795,5
1592808,5
1592810,5
1592812,5
1592815,5
1592817,5
1592818,5
1592823,5
1592828,5
1592835,5
1592837,5
1592839,5
1592844,5
1592853,5
1592868,5
1592879,5
1592882,5
1592888,5
1592909,5
1592912,5
1592916,5
1592918,5
1592933,5
1592935,5
1592942,5
1592952,5
1592956,5
1592964,5
1592967,5
1592970,5
1592972,5
1592976,5
1592981,5
1592983,5
1592992,5
1592997,5
1592998,5
1593000,5
1593002,5
1593004,5
1593007,5
1593008,5
1593017,5
1593019,5
1593022,5
1593028,5
1593036,5
1593041,5
1593056,5
1593074,5
1593082,5
1593090,5
1593092,5
1593093,5
1593096,5
1593101,5
1593102,5
1593103,5
1593104,5
1593106,5
1593107,5
1593110,5
1593116,5
1593121,5
1593129,5
1593143,5
1593145,5
1593148,5
1593156,5
1593157,5
1593158,5
1593163,5
1593169,5
1593174,5
1593178,5
1593179,5
1593183,5
1593184,5
1593186,5
1593187,5
1593198,5
1593200,5
1593205,5
1593220,5
1593238,5
1593240,5
1593243,5
1593247,5
1593248,5
1593262,5
1593263,5
1593267,5
2415026,5
2415015,5
2415002,5
2414983,5
2414962,5
2414960,5
2414931,5
2414927,5
2414880,5
2414879,5
2414853,5
2414796,5
2414787,5
2414786,5
2414784,5
2414761,5
2414726,5
2414727,5
2414713,5
2414712,5
2414699,5
2414697,5
2414698,5
2414631,5
2414625,5
2414619,5
2414601,5
2414599,5
2414576,5
2414546,5
2414535,5
2414471,5
2414458,5
2414437,5
2414423,5
2414404,5
2414376,5
2414346,5
2414333,5
2414274,5
2414244,5
2414200,5
2414173,5
2414169,5
2414159,5
2414117,5
2414104,5
2414101,5
2414050,5
2414048,5
2414049,5
2414037,5
2413985,5
2413977,5
2413954,5
2413906,5
2413879,5
2413877,5
2413776,5
2413775,5
2413675,5
2413641,5
2413617,5
2413615,5
2413614,5
2413563,5
2413542,5
2413525,5
2413477,5
2413463,5
2413455,5
2413425,5
2413374,5
2413356,5
2413355,5
2413285,5
2413195,5
2413171,5
2413062,5
2413005,5
2412934,5
2412920,5
2412903,5
2412887,5
2412868,5
2412841,5
2412839,5
2412835,5
2412821,5
2412799,5
2412767,5
2412766,5
2412733,5
2412704,5
2412689,5
2412587,5
2412584,5
2412582,5
2412577,5
2412549,5
2412546,5
2412539,5
2412540,5
2412534,5
2412473,5
2412474,5
2412385,5
2412354,5
2412351,5
2412332,5
2412305,5
2412256,5
2412253,5
2412242,5
2412207,5
2412183,5
2412182,5
2412085,5
2412080,5
2412041,5
2411978,5
2411976,5
2411950,5
2411906,5
2411907,5
2411818,5
2411815,5
2411787,5
2411773,5
2411772,5
2411755,5
2411737,5
2411640,5
2411639,5
2411636,5
2411530,5
2411495,5
2411491,5
2411476,5
2411474,5
2411453,5
2411449,5
2411439,5
2411437,5
2411425,5
2411420,5
2411403,5
2411393,5
2411394,5
2411392,5
2411386,5
2411383,5
2411382,5
2411379,5
2411378,5
2411362,5
2411357,5
2411356,5
2411353,5
2411345,5
2411343,5
2411341,5
2411335,5
2411306,5
2411292,5
2411287,5
2411276,5
2411273,5
2411260,5
2411254,5
2411251,5
2411234,5
2411225,5
2411220,5
2411213,5
2411207,5
2411205,5
2411168,5
2411164,5
2411156,5
2411152,5
2411151,5
2411146,5
2411140,5
2411138,5
2411132,5
2411125,5
2411109,5
2411107,5
2411106,5
2411101,5
2411099,5
2411095,5
2411094,5
2411090,5
2411078,5
2411075,5
2411070,5
2411067,5
2411066,5
2411065,5
2411064,5
2411062,5
2411058,5
2411056,5
2411043,5
2411038,5
2411016,5
2411012,5
2411003,5
2410991,5
2410985,5
2410976,5
2410975,5
2410974,5
2410973,5
2410971,5
2410970,5
2410958,5
2410956,5
2410954,5
2410950,5
2410948,5
2410946,5
2410932,5
2410929,5
2410918,5
2410913,5
2410908,5
2410894,5
2410893,5
2410884,5
2410863,5
2410853,5
2410839,5
2410827,5
2410811,5
2410796,5
2410791,5
2410792,5
2410787,5
2410784,5
2410781,5
2410775,5
2410759,5
2410755,5
2410753,5
2410750,5
2410733,5
2410731,5
2410718,5
2410717,5
2410699,5
2410684,5
2410683,5
2410677,5
2410676,5
2410675,5
2410665,5
2410662,5
2410661,5
2410658,5
2410643,5
2410639,5
2410638,5
2410637,5
2410635,5
2410631,5
2410628,5
2410624,5
2410618,5
2410605,5
2410599,5
2410597,5
2410593,5
2410592,5
2410578,5
2410545,5
2410524,5
2410516,5
2410510,5
2410505,5
2410501,5
2410498,5
2410486,5
2410468,5
2410465,5
2410452,5
2410444,5
2410435,5
2410430,5
2410416,5
2410385,5
2410373,5
2410368,5
2410367,5
2410364,5
2410359,5
2410353,5
2410351,5
2410344,5
2410338,5
2410329,5
2410326,5
2410317,5
2410313,5
2410312,5
2410309,5
2410307,5
2410305,5
2410297,5
2410282,5
2410281,5
2410258,5
2410257,5
2410245,5
2410238,5
2410229,5
2410220,5
2410215,5
2410210,5
2410205,5
2410200,5
2410199,5
2410189,5
2410181,5
2410180,5
2410177,5
2410178,5
2410171,5
2410170,5
2410163,5
2410162,5
2410158,5
2410153,5
2410149,5
2410147,5
2410139,5
2410122,5
2410117,5
2410113,5
2410110,5
2410105,5
2410101,5
2410099,5
2410097,5
2410094,5
2410070,5
2410068,5
2410059,5
2410051,5
2410045,5
2410039,5
2410040,5
2410037,5
2410025,5
2410023,5
2410022,5
2410013,5
2410011,5
2409994,5
2409992,5
2409968,5
2409952,5
2409936,5
2409937,5
2409931,5
2409930,5
2409922,5
2409920,5
2409911,5
2409908,5
2409906,5
2409899,5
2409897,5
2409891,5
2409892,5
2409886,5
2409879,5
2409870,5
2409868,5
2409867,5
2409854,5
2409851,5
2409850,5
2409849,5
2409848,5
2409845,5
2409840,5
2409817,5
2409813,5
2409804,5
2409802,5
2409795,5
2409782,5
2409778,5
2409767,5
2409755,5
2409754,5
2409750,5
2409748,5
2409725,5
2409723,5
2409714,5
2409709,5
2409708,5
2409704,5
2409703,5
2409700,5
2409695,5
2409692,5
2409682,5
2409674,5
2409670,5
2409651,5
2409639,5
2409637,5
2409634,5
2409621,5
2409619,5
2409614,5
2409609,5
2409593,5
2409590,5
2409576,5
2409573,5
2409571,5
2409569,5
2409564,5
2409563,5
2409557,5
2409553,5
2409547,5
2409539,5
2409514,5
2409496,5
2409493,5
2409490,5
2409479,5
2409465,5
2409463,5
2409456,5
2409443,5
2409437,5
2409429,5
2409426,5
2409409,5
2409407,5
2409406,5
2409397,5
2409395,5
2409384,5
2409382,5
2409380,5
2409377,5
2409373,5
2409364,5
2409355,5
2409352,5
2409348,5
2409344,5
2409341,5
2409340,5
2409330,5
